comparison.gene_set_overlap.all.n_assembly_only	3
comparison.gene_set_overlap.all.n_intersect	4
comparison.gene_set_overlap.all.n_reference_only	4
comparison.gene_set_overlap.all.n_symmetric_difference	7
comparison.gene_set_overlap.all.perc_assembly_only	0.2727272727272727
comparison.gene_set_overlap.all.perc_intersect	0.36363636363636365
comparison.gene_set_overlap.all.perc_reference_only	0.36363636363636365
comparison.gene_set_overlap.all.perc_symmetric_difference	0.6363636363636364
comparison.gene_set_overlap.cds.n_assembly_only	3
comparison.gene_set_overlap.cds.n_intersect	4
comparison.gene_set_overlap.cds.n_reference_only	4
comparison.gene_set_overlap.cds.n_symmetric_difference	7
comparison.gene_set_overlap.cds.perc_assembly_only	0.2727272727272727
comparison.gene_set_overlap.cds.perc_intersect	0.36363636363636365
comparison.gene_set_overlap.cds.perc_reference_only	0.36363636363636365
comparison.gene_set_overlap.cds.perc_symmetric_difference	0.6363636363636364
comparison.gene_set_overlap.repeat_region.n_assembly_only	0
comparison.gene_set_overlap.repeat_region.n_intersect	0
comparison.gene_set_overlap.repeat_region.n_reference_only	0
comparison.gene_set_overlap.repeat_region.n_symmetric_difference	0
comparison.gene_set_overlap.repeat_region.perc_assembly_only	0
comparison.gene_set_overlap.repeat_region.perc_intersect	0
comparison.gene_set_overlap.repeat_region.perc_reference_only	0
comparison.gene_set_overlap.repeat_region.perc_symmetric_difference	0
comparison.gene_set_overlap.rrna.n_assembly_only	0
comparison.gene_set_overlap.rrna.n_intersect	0
comparison.gene_set_overlap.rrna.n_reference_only	0
comparison.gene_set_overlap.rrna.n_symmetric_difference	0
comparison.gene_set_overlap.rrna.perc_assembly_only	0
comparison.gene_set_overlap.rrna.perc_intersect	0
comparison.gene_set_overlap.rrna.perc_reference_only	0
comparison.gene_set_overlap.rrna.perc_symmetric_difference	0
comparison.gene_set_overlap.trna.n_assembly_only	0
comparison.gene_set_overlap.trna.n_intersect	0
comparison.gene_set_overlap.trna.n_reference_only	0
comparison.gene_set_overlap.trna.n_symmetric_difference	0
comparison.gene_set_overlap.trna.perc_assembly_only	0
comparison.gene_set_overlap.trna.perc_intersect	0
comparison.gene_set_overlap.trna.perc_reference_only	0
comparison.gene_set_overlap.trna.perc_symmetric_difference	0
comparison.size_metrics.all.lg50	0
comparison.size_metrics.all.ng50	0
comparison.size_metrics.cds.lg50	0
comparison.size_metrics.cds.ng50	0
comparison.size_metrics.repeat_region.lg50	0
comparison.size_metrics.repeat_region.ng50	0
comparison.size_metrics.rrna.lg50	0
comparison.size_metrics.rrna.ng50	0
comparison.size_metrics.trna.lg50	0
comparison.size_metrics.trna.ng50	0
reference.gene_count.bacteria_archea_rrna.16s_rrna	0
reference.gene_count.bacteria_archea_rrna.23s_rrna	0
reference.gene_count.bacteria_archea_rrna.5s_rrna	0
reference.gene_count.bacteria_archea_rrna.rnasep_rrna	0
reference.gene_count.bacteria_archea_rrna.srp_rrna	0
reference.gene_count.eukarya_rrna.18s_rrna	0
reference.gene_count.eukarya_rrna.23s_rrna	0
reference.gene_count.eukarya_rrna.5_8s_rrna	0
reference.gene_count.eukarya_rrna.5s_rrna	0
reference.gene_count.trna.ala	0
reference.gene_count.trna.arg	0
reference.gene_count.trna.asn	0
reference.gene_count.trna.asp	0
reference.gene_count.trna.cys	0
reference.gene_count.trna.gln	0
reference.gene_count.trna.glu	0
reference.gene_count.trna.gly	0
reference.gene_count.trna.his	0
reference.gene_count.trna.ile	0
reference.gene_count.trna.leu	0
reference.gene_count.trna.lys	0
reference.gene_count.trna.met	0
reference.gene_count.trna.phe	0
reference.gene_count.trna.pro	0
reference.gene_count.trna.ser	0
reference.gene_count.trna.thr	0
reference.gene_count.trna.trp	0
reference.gene_count.trna.tyr	0
reference.gene_count.trna.val	0
reference.minimum_gene_set.bacteria_archea_rrna	0
reference.minimum_gene_set.eukarya_rrna	0
reference.minimum_gene_set.trna	0
reference.size_metrics.all.count	16
reference.size_metrics.all.l50	5
reference.size_metrics.all.n50	1287
reference.size_metrics.all.sum_length	17460
reference.size_metrics.cds.count	8
reference.size_metrics.cds.l50	3
reference.size_metrics.cds.n50	1287
reference.size_metrics.cds.sum_length	8730
reference.size_metrics.repeat_region.count	0
reference.size_metrics.repeat_region.l50	0
reference.size_metrics.repeat_region.n50	0
reference.size_metrics.repeat_region.sum_length	0
reference.size_metrics.rrna.count	0
reference.size_metrics.rrna.l50	0
reference.size_metrics.rrna.n50	0
reference.size_metrics.rrna.sum_length	0
reference.size_metrics.trna.count	0
reference.size_metrics.trna.l50	0
reference.size_metrics.trna.n50	0
reference.size_metrics.trna.sum_length	0
